text,label_true,label_pre
黄龙二年（230年），丞相顾雍等人上奏孙虑，说孙权“聪明干练，日益成熟，前途无量”，“应该进爵称王”,unknown,unknown
该宅由荣德生和其兄荣宗敬于1919年初建，有门厅、承德堂、戒欺室、承裕堂、西花园等，,父母,父母
慕容德-人物事迹出世慕容超是慕容超的哥哥北海王慕容纳的儿子。,父母,父母
凤凰女、陆飞鸿、谭兰卿27观音得道香花山大贺寿（1966）白雪仙、任剑辉、凤凰女、林家声与红线女：1,夫妻,夫妻
"、袁祥仁、袁信义、袁振洋、袁日初、袁龙驹、袁振威兄弟,另甄子丹是袁和平一手带红的也算在里面。",情侣,情侣
黄光裕[张志铭妹夫]黄光裕妹夫]-人物简介张志铭张志铭是国美电器董事长黄光裕妹,上下级,上下级
大婚2012年10月26日，濮存昕女儿濮方在北京朝阳门某五星级酒店完婚，顾长卫、蒋雯丽、宋丹丹、,夫妻,夫妻
赴燕京大学读书，“九一八”事变后再没有回过沈阳，当年连战父亲连震东在北京工作时，经父亲友人介绍认识赵,夫妻,夫妻
图为侯勇微笑着用乡音和亲友打招呼，并向潘雨辰一一介绍着，因为只是通知亲友家宴，所以突然见有记者上前交,合作,合作
儿女：何超英、何超贤、何猷光（已逝）、何超雄何鸿燊-人物简介黎婉华，黎婉华的原配夫人，葡萄牙人，在澳,unknown,unknown
薛觉先夫人唐雪卿、陈锦棠夫人陆淑卿、名丑文觉非夫人梁金蝶、罗品超夫人黄宝琼合,unknown,unknown
-人物简介足球老爷子驳将门传言同窗笑称小南兴烈踢球太一般南勇的父亲名叫南勇，曾是东北抗日联军的一名战,合作,合作
、梁醒波、半日安52帝女花（1959）任剑辉、白雪仙、靓次伯、陈好逑53芙蓉传（1959）任剑辉、白,夫妻,夫妻
公堂》、《绕口令》、群口双簧等，德云社演员包括郭德纲、于谦、刘云天、曹云金、何云伟、高峰、栾云平等，,合作,合作
年3月30日，李菁、何云伟出席星夜相声会馆新闻发布会，当谈到郭德纲率众弟子祭拜侯耀文时，何云伟说：“,亲戚,亲戚
景岗山-生活爱情爱情马葭马葭与马葭相识是在1996年，景岗山来上海参加中央电视台举办的“中国音,unknown,unknown
连女人名字的边都不粘，连句话都不说的人，此次年近半百的陈景润见到由昆，眼睛一亮，亲切地和由昆打招呼，,兄弟姐妹,兄弟姐妹
盛举此次晚会可谓名家荟萃，不但越剧表演艺术家袁雪芬、傅全香、张桂凤、徐玉兰、王文娟、范瑞娟、周宝奎、,夫妻,夫妻
1990年3月24日，中国国政协七届三次会议，程思远做报告谈起程思远的为人，程华说：“他是一个很怕麻,合作,合作
谈起这段爱情史，田丽说，5年前陈定中是华视“今夜要设防”节目的制作人，上了他的节目之后，两人慢慢,夫妻,夫妻
和陈可辛，吴君如与吴君如一对导演加演员的组合，两个人均获得香港金像奖，实力非常匹配。,unknown,unknown
”暂时不为儿子改名结婚当日，新娘洪欣既紧张又兴奋，而新郎张丹峰则要“忙着战斗”，因为蔡少芬、陈法蓉和,unknown,unknown
贾母、贾政等都反对这门亲事，碍于邢夫人、贾赦的“父母之命”管不了。,unknown,unknown
与张绣交战时，典韦驻守曹操大寨，奋力迎敌，终因铁戟被盗，受围断而死。,好友,好友
《西夏研究》丛书之第4辑为《罗氏父子专辑》，即罗振玉、罗福苌、罗福成、罗福颐父子四人研究西夏学的专辑,父母,父母
突然，译电员转来蒋介石发来的电报，黄绍竑定睛一看，但见上面写着：令李宗仁将李宗仁、白崇禧解-来南京，,上下级,上下级
观姐妹俩同爱一人，大都争风吃醋，互相诋毁，彼此打击，而汉代的赵合德和赵飞燕姐妹，同侍汉成帝一人，却互,情侣,情侣
邀女宾正是为“赌王”之类无舞伴男宾准备的，在女主人的引荐下，何鸿燊做了梁安琪的舞伴，伴随着他翩翩起舞,unknown,unknown
臣、侯一尘、赵霭如、刘德智、于俊波、郭荣启、刘宝瑞、张杰尧、常宝霖、常宝堃、赵佩茹、孙玉奎、荷花女、,夫妻,夫妻
母亲：蔡氏子嗣：诸葛瞻配偶：诸葛亮孙辈：诸葛尚，黄月英诸葛京-历史传记黄月英为沔阳名士黄承彦之女，黄,父母,父母
1997年，梁欢和宋丹丹离婚，与小自己8岁的英达结婚。,夫妻,夫妻
主要演员有高盛麟、高百岁、郭玉昆、关正明、杨菊萍、李蔷华、高维廉、张宏奎、董少英、高世泰等。,合作,unknown
顺治因患天花而死，康熙也出过天花，脸上留下麻子。,unknown,父母
张德武，邢文召，侯震，张玉琪，马鹤琪）对口相声《学四相》（刘云天，曹云金）对口相声《福寿全》（于谦，,unknown,unknown
和邹市明冉莹颖和冉莹颖是在2006年4月19日遵义的一次活动上认识，两人都,unknown,unknown
而岳不群和岳灵珊的关系却成了令狐冲实现第二步战略的障碍。,夫妻,夫妻
10月，曹锟窃任大总统，马步青又派马麒赴京，贿送军马500匹。,unknown,unknown
己丑年四月廿六日：上海戏剧学校（正字辈）七十周年同学会举行张正芳-同类人参看耿巧云、管波、郭睿玥、顾,unknown,unknown
王娡的长女臧儿嫁给金王孙为妻，生了一个女儿金俗。,夫妻,夫妻
“你这金锁要拣有玉的方可配”，在贾母、王夫人等的一手操办下，贾宝玉被迫娶薛宝钗为妻。,父母,父母
爱德华一世-人物简介爱德华是英王亨利三世的长子，生于威斯敏斯特。,父母,父母
蔡明（郭达的指数）和郭达刚准备上台时，突然，郭达心口一阵绞痛，差点跌坐在地上。,父母,父母
和杨钰莹（点击查看更多）赖文峰是厦门远华特大走私案主犯赖昌星的侄子，他的父亲是赖昌星的哥哥赖水强。,父母,父母
[1]马世啸-生平11岁经叔父马富禄介绍入富连成社习艺，工净行，由沈春奎开蒙，能戏以《铡包勉》、,师生,师生
《梁祝哀史》、《盘夫索夫》、《碧玉簪》，主要演员有：施银花、屠杏花、小白玉梅、姚水娟、商芳臣、李艳芳,unknown,unknown
[1]孙昌宁-婚姻生活王学圻和儿子王大庆1969年，王学圻经人介绍认识了孙昌宁并确定恋爱关系。,unknown,unknown
周利、阎桂祥、沈世华等都曾教过宋丹菊。,父母,父母
[1]2011年4月15日，徐峥携爱妻小陶虹出席了某杂志在北京举办的婚尚盛典颁奖礼，获得杂志颁发的“,合作,合作
、白雪仙、苏少棠、任剑辉58西施（1960）谭倩红、白雪仙、梁醒波、陈锦棠59妻娇郎更娇（1960）,合作,合作
徐静斐：黎应图二子，男，1941年生、高中毕业后去合肥钢窗当电工至今，为高,夫妻,夫妻
”[1]聽洪欣-改名张浩锋与儿子洪欣2009年与内地演员张丹峰结婚。,unknown,unknown
、陈素真，蒲剧的闰逢春、王秀兰，上海京剧院导演马科，戏曲专家封至模等都直接受过陈幼韩先生指导。,夫妻,夫妻
此时程昱只有七百兵守鄄城，曹操听说后便打算给程昱增加两千军队，不过程昱竟然作出了一个大胆的,unknown,unknown
秦岚、陆川与同行的刘烨正是一起前往西班牙为其宣传。,unknown,unknown
父亲周春秀、母亲江云英，周付元的启蒙老师冯小艺。,父母,夫妻
-简介方凤娣，女，身高1.88米丈夫：姚志源，儿子：姚明。,夫妻,夫妻
经一个月，吕布乘机偷袭攻占下邳，下邳守将曹豹趁机倒戈，将守将刘备赶走，占据下邳，掳获张飞的妻子，迎接,unknown,unknown
袁甲三的军务帮办穆腾阿移，建议袁甲三给袁保恒请功，袁甲三仍以“不敢与将士争爵赏之荣”阻拦。,unknown,父母
白头偕老的女子叫金庸（洋名阿May），即林乐怡的第三任也是现任妻子。,祖孙,祖孙
萧红1934年11月30日，萧红、萧军在内山书店与鲁迅先生第一次会面。,unknown,unknown
妹马云英聽妻子秦厚修聽儿子马英九聽女儿马以南、马乃西、马鹤凌和马莉君[3]马冰如-著作《“王道”在今,合作,合作
后被誉为“越剧泰斗”、“越剧皇后”，并冠为“三花”(施银花、赵瑞花、王杏花)之魁。,夫妻,夫妻
建立的慈善机构“加油男孩”的运营，加图索出门比赛时，他还得照顾莫尼卡母女。,unknown,unknown
我一个人坐在那里，而是和搭档一起在参加比赛的……”聽最终，郑在成李孝贞不负众望取得了胜利，李龙大在观,unknown,unknown
《梁祝哀史》、《盘夫索夫》、《碧玉簪》，主要演员有：施银花、屠杏花、小白玉梅、姚水娟、商芳臣、李艳芳,夫妻,夫妻
吕良伟召开记者会时偕同儿子、杨小娟弟弟吕良国及姐姐、两名侄女吕善萤及吕善婷（即报道中的两名“女,兄弟姐妹,兄弟姐妹
大婚，由于郭晶晶和霍家都与奥运颇有缘分，昨日霍启刚之父霍震霆出席婚礼时，车牌“0LYMP1C聽1(奥,夫妻,夫妻
-基本资料郭破虏郭襄的双胞胎弟弟郭襄的双胞胎弟弟[1]人物资料姓名：郭破虏,unknown,unknown
、吴君丽、梁醒波、林家声32可怜驸马可怜妻（1960）靓次伯、吴君丽、任剑辉、任冰儿33人头审皇帝（,兄弟姐妹,兄弟姐妹
、苏少棠、半日安46紫钗记（1959）白雪仙、任剑辉、梁醒波、靓次伯、苏少棠47穿金宝扇（1959）,父母,父母
宋美龄与蒋介石在一起1934年，国民政府在蒋中正与宋美龄的主导下开始推行,unknown,unknown
-徒弟王清海的亲传弟子有李斯忠、兰力、李娜（女）等，再传弟子有李根旺、李根栓、杨艳玲、邢爱,unknown,unknown
宋美龄又以要公布孔令侃在美国的财产相威胁，宋美龄终于答应让蒋经国住手。,夫妻,夫妻
一家，左妻（吴佳尼）右女（马景涛）1995年马世媛跟田丽分手，到香港拍摄亚视的《包青天》，和于莉认识,unknown,unknown
杨宝森中年早逝，谢虹雯独自在梨园界闯荡。,unknown,unknown
-特点宫崎市定的导师：内藤湖南教授宫崎市定的兴趣非常广泛，高中时代，他利用课余时间，向天主,师生,师生
9月5日，邱淑贞的老公沈嘉伟带着2位女儿，和张智霖、袁咏仪夫妇在跑马地吃饭，东方新地上前,unknown,unknown
的《前出师表》中，刘禅对诸葛亮的口气和语感，简直犹如一个严峻的父亲在冷酷地调教不懂事、不听,好友,好友
性格刚烈的于芬曾在训练中掌刮伏明霞，周继红也以铁腕治军著称，坚拒田亮归队，甚至令人感到有点不可,unknown,unknown
《立春》是蒋雯丽和顾长卫第二次正式意义上的合作，作为影片导演妻子的蒋雯丽在片中饰演女,夫妻,夫妻
魏骏杰有个姐姐是娱乐圈的，2006年底张利华在重庆拍戏，两人在一次聚会上认识后就一见钟情，后来就开始,unknown,unknown
006年12月20日，农历丙戌年十一月初一日：郭德纲、于谦、李菁、高峰拜金文声为师2007年1月6日,合作,合作
除了留下私生女朱安婕，早已不相往来，邢峰一直不让女儿与朱慧珍相认。,unknown,unknown
金大中-感情生活李姬镐与李姬镐1962年5月10日，金大中和李姬镐的婚礼在早年投身于独立,unknown,unknown
吴王李恪是唐太宗李世民的第三个儿子，他的母亲是隋炀帝的女儿杨妃。,亲戚,亲戚
张克帆张洛君王海轮马国贤汤俊霈韩志杰张洛君-个人著作《我的单车No.0,祖孙,祖孙
知，即将上映的由余文乐、张雨绮主演的电影《荒村公寓》中女二号秦海璐，正是如今电视、话剧“双开花”秦子,unknown,unknown
夫妇约谈后被饬回声称一切皆为母亲授意，侦办陈致中家族海外洗钱案，传唤陈水扁夫妇及陈幸妤台检方2008,夫妻,夫妻
，经施存统、瞿秋白、柯庆施等人介绍，王剑虹和丁玲进入上海大学文学系学习，在这里她接受了沈雁冰、田汉等,unknown,unknown
裘盛戎传人不多，仅次子裘桂仙继承其艺术特色，并有较大的创新，为裘派花脸创始人；,unknown,unknown
周作人与羽太信子等聽聽聽聽羽太信子与周作人等聽聽鲁迅一家,兄弟姐妹,兄弟姐妹
但不管怎么说，吴佩孚一生中只有张佩兰一个老婆，这却是基本事实。,父母,父母
黄家驹、陈百强、罗文、梅艳芳和张国荣的肖像分别依次印刷在面值一元四角、一元八角、二元四角、三元和,unknown,unknown
陈玉成在李秀成配合下，将李续宾围困营中。,unknown,unknown
张煌言见此状，尝对郑成功说：“招讨（郑成功）始终为唐，真纯臣也！,unknown,unknown
有更多的共同语言，文成公主脱下他穿惯了的皮裘，换上松赞干布亲手为他缝制的丝质唐装，还努力地向文成公主,unknown,unknown
王政的妻子罗静虹，是重庆市委统一战线工作部原副部长、市归国华侨联合会原主席、,夫妻,夫妻
方家庭成员：父：袁滂子女：袁侃袁奥袁准聽兄弟姐妹：袁涣袁徽聽聽袁敏汉末战乱，袁霸流寓江、淮一带，初为,unknown,unknown
聽[1]蒋介石-结识姚冶诚1911年蒋介石回到上海，在一个偶然的机会结识了姚阿巧，一,unknown,unknown
1966年1月底林海峰协同吴清源老师、藤田梧郎夫妇及本田辉子五段返台，举国欢腾，并受蒋中正及夫人蒋宋,父母,父母
弟弟马延龄聽妹妹马云英聽妻子秦厚修聽儿子马英九聽女儿马鹤凌、马乃西、马冰如和马莉君[3]马以南-著作,unknown,unknown
-简介何鸿燊（点击查看更多）何超英是何超英和元配黎婉华的长女，曾在英国修读法律，经历离婚及二弟车祸身,父母,父母
-其母孙姬，曹操之妾，生有曹上、曹彪、曹勤三子。,unknown,unknown
中国画遗作展览，1982年何香凝廖仲恺纪念馆于广州建立。,兄弟姐妹,师生
1997年初，在参加一次联欢性质的晚会时，年长5岁的张海和黄鹭重逢，张海主动到后台找到黄鹭，一句“你,好友,好友
皇祐三年（1051年）沈括去世，至和元年（1054年），沈周以父荫入仕，任海州沭阳县（今属江苏）主簿,unknown,unknown
